dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
247,device,315.00,327.00,12.00,315.00,0,"FALSE","",1765213702329,1765213702341,1765213702656,"Question: is let there be light a true story
                                        Context: Let There Be Light is a 2017 American Christian drama film directed by and starring Kevin Sorbo and written by Dan Gordon and Sam Sorbo. The plot follows an atheist who goes through a near-death experience in an auto accident and converts to Christianity. Sean Hannity executive produced and appears in the film. Dionne Warwick and Travis Tritt also have roles in the film. It was released in the United States on October 27, 2017.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",103,723,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
248,device,335.40,347.00,12.00,335.00,0,"TRUE","",1765213703331,1765213703343,1765213703678,"Question: is there a bird faster than a cheetah
                                        Context: The fastest land animal is the cheetah, which has a recorded speed of 109.4--120.7 km/h (68.0--75.0 mph). The peregrine falcon is the fastest bird and the fastest member of the animal kingdom with a diving speed of 389 km/h (242 mph). The fastest animal in the sea is the black marlin, which has a recorded speed of 129 km/h (80 mph).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",89,629,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
249,device,516.50,526.00,10.00,516.00,0,"TRUE","",1765213704332,1765213704342,1765213704858,"Question: do queen ants give birth to queen ants
                                        Context: A queen ant (formally known as a gyne) is an adult, reproducing female ant in an ant colony; generally she will be the mother of all the other ants in that colony. Some female ants, such as Cataglyphis cursor, do not need to mate to produce offspring, reproducing through asexual parthenogenesis or cloning, and all of those offspring will be female. Others, like those in the genus Crematogaster, mate in a nuptial flight. Queen offspring develop from larvae specially fed in order to become sexually mature among most species. Depending on the species, there can be either a single mother queen, or potentially, hundreds of fertile queens in some species. Queen ants have one of the longest life-spans of any known insect -- up to 30 years. A queen of Lasius niger was held in captivity by German entomologist Hermann Appel for 283⁄4 years; also a Pogonomyrmex owyheei has a maximum estimated longevity of 30 years in the field.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",187,1226,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
250,device,373.30,384.00,11.00,373.00,0,"TRUE","",1765213705333,1765213705344,1765213705717,"Question: do they celebrate father's day in the netherlands
                                        Context: In the Netherlands, Father's Day (Vaderdag) is celebrated on the third Sunday of June and is not a public holiday. Traditionally, as on Mother's Day, fathers get breakfast in bed made by their children and families gather together and have dinner, usually at the grandparents' house. In recent years, families also started having dinner out, and as on Mother's Day, it is one of the busiest days for restaurants. At school, children handcraft their present for their fathers. Consumer goods companies have all sorts of special offers for fathers: socks, ties, electronics, suits, and men's healthcare products.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",125,917,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
251,device,342.40,354.00,12.00,342.00,0,"TRUE","",1765213706337,1765213706349,1765213706691,"Question: does one sister chromatid have half the dna of a chromosome
                                        Context: A sister chromatid refers to the identical copies (chromatids) formed by the DNA replication of a chromosome, with both copies joined together by a common centromere. In other words, a sister chromatid may also be said to be 'one-half' of the duplicated chromosome. A pair of sister chromatids is called a dyad. A full set of sister chromatids is created during the synthesis (S) phase of interphase, when all the chromosomes in a cell are replicated. The two sister chromatids are separated from each other into two different cells during mitosis or during the second division of meiosis.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",129,906,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
252,device,325.60,338.00,12.00,326.00,0,"TRUE","",1765213707342,1765213707354,1765213707680,"Question: was the lizzie mcguire movie filmed in rome
                                        Context: The film, produced by Stan Rogow, was directed by Jim Fall from a screenplay by Susan Estelle Jansen, Ed Decter and John J. Strauss and filmed on location in Rome, Italy in the fall of 2002. All the series characters reprised their roles except for Lalaine (Miranda Sanchez), who left the series late in the second season to film the Disney Channel original movie You Wish! Her character was said to be on vacation with her family in Mexico City.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",108,747,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
253,device,419.90,431.00,11.00,420.00,0,"TRUE","",1765213708343,1765213708354,1765213708774,"Question: is metal gear rising related to metal gear solid
                                        Context: Metal Gear Rising: Revengeance is an action hack and slash video game developed by PlatinumGames and published by Konami Digital Entertainment. Released for the PlayStation 3, Xbox 360 and Microsoft Windows, it is a spin-off in the Metal Gear series, and is set four years after the events of Metal Gear Solid 4: Guns of the Patriots. In the game, players control Raiden, a cyborg who confronts the private military company Desperado Enforcement, with the gameplay focusing on fighting enemies using a sword and other weapons to perform combos and counterattacks. Through the use of Blade Mode, Raiden can dismember cyborgs in slow motion and steal parts stored in their bodies. The series' usual stealth elements are also optional to reduce combat.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",151,1055,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
254,device,313.80,325.00,11.00,314.00,0,"TRUE","",1765213709350,1765213709361,1765213709675,"Question: is the vice president the president of the senate
                                        Context: The Vice President of the United States (informally referred to as VPOTUS, or Veep) is a constitutional officer in the legislative branch of the federal government of the United States as the President of the Senate under Article I, Section 3, Clause 4, of the United States Constitution, as well as the second highest executive branch officer, after the President of the United States. In accordance with the 25th Amendment, he is the highest-ranking official in the presidential line of succession, and is a statutory member of the National Security Council under the National Security Act of 1947.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",127,907,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
255,device,477.10,486.00,9.00,477.00,0,"TRUE","",1765213710351,1765213710360,1765213710837,"Question: is britain still a member of european union
                                        Context: The United Kingdom European Union membership referendum, also known as the EU referendum and the Brexit referendum, took place on 23 June 2016 in the United Kingdom (UK) and Gibraltar to gauge support for the country either remaining a member of, or leaving, the European Union (EU) under the provisions of the European Union Referendum Act 2015 and also the Political Parties, Elections and Referendums Act 2000. The referendum resulted in a simple majority of 51.9% (of people who voted) being in favour of leaving the EU. Although legally the referendum was non-binding, the government of that time had promised to implement the result, and it initiated the official EU withdrawal process on 29 March 2017, which put the UK on course to leave the EU by 30 March 2019, after a period of Brexit negotiations.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",164,1110,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
256,device,223.20,234.00,11.00,223.00,0,"TRUE","",1765213711359,1765213711370,1765213711593,"Question: is the human torch the same guy as captain america
                                        Context: Christopher Robert Evans (born June 13, 1981) is an American actor. Evans is known for his superhero roles as the Marvel Comics characters Captain America in the Marvel Cinematic Universe and Human Torch in Fantastic Four (2005) and its 2007 sequel.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",71,557,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
257,device,241.60,252.00,11.00,241.00,0,"TRUE","",1765213712360,1765213712371,1765213712612,"Question: can a glass window break on its own
                                        Context: Spontaneous glass breakage is a phenomenon by which toughened glass (or tempered) may spontaneously break without any apparent reason. The most common causes are:
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",52,455,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
258,device,314.60,326.00,12.00,314.00,0,"TRUE","",1765213713366,1765213713378,1765213713692,"Question: can you buy alcohol on sunday in wi
                                        Context: State law requires that bars be closed between 2:00 a.m. and 6:00 a.m. Monday through Friday and between 2:30 a.m. and 6:00 a.m. on Saturday and Sunday. Exceptions are made on New Year's Eve, when no closing is required, and for changes in Daylight Saving Time. State law does not permit municipalities to further restrict when bars must be closed. Municipalities may elect, however, to prohibit the issuance of liquor licenses, making the municipality effectively dry.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",104,762,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
259,device,351.20,362.00,11.00,351.00,0,"FALSE","",1765213714369,1765213714380,1765213714731,"Question: was the power of one a true story
                                        Context: The Power of One is a novel by Australian author Bryce Courtenay, first published in 1989. Set in South Africa during the 1930s and 1940s, it tells the story of an English boy who, through the course of the story, acquires the nickname of Peekay. (In the movie version, the protagonist's given name is Peter Phillip Kenneth Keith, but not in the book. The author identifies ``Peekay'' as a reference to his earlier nickname ``Pisskop'': Afrikaans for ``Pisshead.'')
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",106,756,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
260,cloud,757.10,769.00,12.00,757.00,0,"FALSE","",1765213715374,1765213715386,1765213716143,"Question: did they use a real gorilla in mighty joe young
                                        Context: In most of the film, Joe was portrayed by creature-suit performer John Alexander, who wore a radio-controlled animatronic gorilla mask and full body suit created by special makeup effects artist Rick Baker and his crew at Cinovation Studios. To achieve those scenes, Alexander often acted on miniature sets surrounded by blue screen; visual-effects house DreamQuest Images then composited him into footage shot earlier. Joe as an infant was performed by Verne Troyer. For certain scenes, the filmmakers used three full-sized animatronics (one in quadruped, one sitting down, and one in a dead position) also created by Baker's crew. For the digital Joe, visual-effects houses DreamQuest Images and Industrial Light & Magic worked on different scenes, using the same model provided by Baker. Many of these performances were achieved by key-frame animation, but to portray the digital Joe running and jumping, motion-capture data from an infant chimpanzee were used.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",178,1269,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
261,device,400.80,411.00,10.00,401.00,0,"FALSE","",1765213716383,1765213716393,1765213716794,"Question: is the barber of seville a true story
                                        Context: Rossini's opera recounts the events of the first of the three plays by French playwright Pierre Beaumarchais that revolve around the clever and enterprising character named Figaro, the barber of the title. Mozart's opera The Marriage of Figaro, composed 30 years earlier in 1786, is based on the second part of the Beaumarchais trilogy. The first Beaumarchais play was originally conceived as an opéra comique, but was rejected as such by the Comédie-Italienne. The play as it is now known was premiered in 1775 by the Comédie-Française at the Théâtre des Tuileries in Paris.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",122,870,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
262,device,271.60,284.00,12.00,272.00,0,"TRUE","",1765213717390,1765213717402,1765213717674,"Question: can a real image be projected onto a screen
                                        Context: In contrast, a real image is one that is formed when the outgoing rays form a point converge at a real location. Real images can be projected onto a diffuse reflecting screen, but a screen is not necessary for the image to form.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",72,529,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
263,device,387.50,398.00,11.00,387.00,0,"TRUE","",1765213718397,1765213718408,1765213718795,"Question: is the army under the department of defense
                                        Context: This is a list of Agencies under the United States Department of Defense (DoD) which was formerly and shortly known as the National Military Establishment. Its main responsibilities are to control the Armed Forces of the United States. The Department was established in 1947 and is currently divided into three major Departments--the Department of the Army, Navy and Air Force--and has a military staff of 1,418,542 (553,044 US Army; 329,304 US Navy; 202,786 US Marine Corps; 333,408 US Air Force). The DoD is headed by the Secretary of Defense. The current defense secretary is James Mattis.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,893,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
264,device,433.20,437.00,4.00,433.00,0,"TRUE","",1765213719403,1765213719407,1765213719840,"Question: did the titanic sink on its maiden voyage
                                        Context: RMS Titanic sank in the early morning of 15 April 1912 in the North Atlantic Ocean, four days into the ship's maiden voyage from Southampton to New York City. The largest passenger liner in service at the time, Titanic had an estimated 2,224 people on board when she struck an iceberg at around 23:40 (ship's time) on Sunday, 14 April 1912. Her sinking two hours and forty minutes later at 02:20 (ship's time; 05:18 GMT) on Monday, 15 April, resulted in the deaths of more than 1,500 people, which made it one of the deadliest peacetime maritime disasters in history.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",128,866,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
265,device,230.70,243.00,12.00,231.00,0,"TRUE","",1765213720404,1765213720416,1765213720647,"Question: is st augustine the oldest city in florida
                                        Context: St. Augustine (Spanish: San Agustín) is a city in the Southeastern United States, on the Atlantic coast of northeastern Florida. Founded in 1565 by Spanish explorers, it is the oldest continuously occupied European-established settlement within the borders of the continental United States.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",70,590,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
266,device,419.90,432.00,12.00,420.00,0,"TRUE","",1765213721410,1765213721422,1765213721842,"Question: does the boy die in the book of henry
                                        Context: Henry sees Christina being abused by her stepfather, Glenn, the local police commissioner. Henry reports the abuse to social services and the school principal, Janice Wilder, but Glenn has connections throughout the local government, and Wilder is reluctant to challenge the commissioner without ``conclusive evidence''. Henry is unable to get the authorities to launch a serious investigation that would protect Christina. Henry tells his mother that when someone is in trouble, those who can help must take action. He develops a detailed plan to rescue Christina that he memorializes in a notebook. After a violent seizure, Henry is taken to the hospital, where he is diagnosed with a brain tumor and undergoes surgery. Anticipating his death, he tells Peter to give Susan the notebook. Days later, Henry dies in Susan's arms in the hospital.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",163,1139,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
267,device,272.80,284.00,11.00,273.00,0,"TRUE","",1765213722418,1765213722429,1765213722702,"Question: are there any games that are cross platform
                                        Context: Cross-platform play (cross-play) is the ability to allow different gaming platforms to share the same online servers in a game, allowing players to join together regardless of the platform they own. Since the Dreamcast and Playstation 2 there have been online video games that support cross-play. Listed here is an incomplete list (which misses some mobile games and Xbox One backwards compatible games) of games that support cross-play with their consoles, computers, mobile and handheld game consoles:
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",105,804,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
268,device,386.20,398.00,11.00,387.00,0,"TRUE","",1765213723421,1765213723432,1765213723819,"Question: is an agm battery a sealed lead acid battery
                                        Context: A valve-regulated lead-acid battery (VRLA battery) sometimes called sealed lead-acid (SLA), gel cell, or maintenance free battery. Due to their construction, the gel and absorbent glass mat (AGM) types of VRLA can be mounted in any orientation, and do not require constant maintenance. The term ``maintenance free'' is a misnomer as VRLA batteries still require cleaning and regular functional testing. They are widely used in large portable electrical devices, off-grid power systems and similar roles, where large amounts of storage are needed at a lower cost than other low-maintenance technologies like lithium-ion.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",121,921,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
269,device,231.40,243.00,12.00,231.00,0,"FALSE","",1765213724429,1765213724441,1765213724672,"Question: is the united states part of the commonwealth of nations
                                        Context: Other states which have expressed an interest in joining the Commonwealth over the years or states which may be eligible to join the Commonwealth include Algeria, Bahrain, Cambodia, Egypt, Eritrea, Israel, Libya, Madagascar, Palestine, United States and Yemen.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,574,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
270,cloud,627.70,639.00,11.00,628.00,0,"FALSE","",1765213725435,1765213725446,1765213726074,"Question: is there a state where the drinking age is 18
                                        Context: From 1976 to 1983, several states voluntarily raised their purchase ages to 19 (or, less commonly, 20 or 21), in part to combat drunk driving fatalities. In 1984, Congress passed the National Minimum Drinking Age Act, which required states to raise their ages for purchase and public possession to 21 by October 1986 or lose 10% of their federal highway funds. By mid-1988, all 50 states and the District of Columbia had raised their purchase ages to 21 (but not Puerto Rico, Guam, or the Virgin Islands, see Additional Notes below). South Dakota and Wyoming were the final two states to comply with the age 21 mandate. The current drinking age of 21 remains a point of contention among many Americans, because of it being higher than the age of majority (18 in most states) and higher than the drinking ages of most other countries. The National Minimum Drinking Age Act is also seen as a congressional sidestep of the tenth amendment. Although debates have not been highly publicized, a few states have proposed legislation to lower their drinking age, while Guam has raised its drinking age to 21 in July 2010.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",222,1416,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
271,device,301.50,313.00,12.00,301.00,0,"TRUE","",1765213726441,1765213726453,1765213726754,"Question: is outcome variable the same as dependent variable
                                        Context: Depending on the context, a dependent variable is sometimes called a ``response variable'', ``regressand'', ``criterion'', ``predicted variable'', ``measured variable'', ``explained variable'', ``experimental variable'', ``responding variable'', ``outcome variable'', ``output variable'' or ``label''.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",59,609,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
272,device,284.90,297.00,12.00,285.00,0,"FALSE","",1765213727442,1765213727454,1765213727739,"Question: can trucks go on the taconic state parkway
                                        Context: According to data compiled by the National Highway Traffic Safety Administration, the Taconic was the second deadliest road in Dutchess County after US 9 between 1994 and 2008. New York State Police blamed travelers exceeding speed limits, wildlife crossings and trucks being directed onto the parkway by their GPS navigation devices. The state was planning to post more explicit signage making it clear that trucks are not allowed on parkways in New York.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",101,756,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
273,cloud,893.70,906.00,12.00,894.00,0,"FALSE","",1765213728446,1765213728458,1765213729352,"Question: do you have to pay both ways on the george washington bridge
                                        Context: Eastbound vehicles must pay a toll to cross the bridge; as with all Hudson River crossings along the North River, westbound vehicles cross for free. As of December 6, 2015, the cash tolls going from New Jersey to New York are $15 for both cars and motorcycles. E-ZPass users are charged $10.50 for cars and $9.50 for motorcycles during off-peak hours, and $12.50 for cars and $11.50 for motorcycles during peak hours. Trucks are charged cash tolls of $20.00 per axle, with discounted peak, off-peak, and overnight E-ZPass tolls. A discounted carpool toll ($6.50) is available at all times for cars with three or more passengers using NY or NJ E-ZPass, who proceed through a staffed toll lane (provided they have registered with the free ``Carpool Plan''). There is an off-peak toll of $7.00 for qualified low-emission passenger vehicles, which have received a Green E-ZPass based on registering for the Port Authority Green Pass Discount Plan.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",188,1261,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
274,device,268.80,280.00,11.00,269.00,0,"TRUE","",1765213729452,1765213729463,1765213729732,"Question: is there such thing as over drinking water
                                        Context: Water intoxication, also known as water poisoning, hyperhydration, or water toxemia is a potentially fatal disturbance in brain functions that results when the normal balance of electrolytes in the body is pushed outside safe limits by overhydration (excessive water intake).
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,575,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
275,device,268.10,278.00,10.00,268.00,0,"TRUE","",1765213730453,1765213730463,1765213730731,"Question: did the astros used to be in the national league
                                        Context: The Houston Astros are an American professional baseball team based in Houston, Texas. The Astros compete in Major League Baseball (MLB) as a member club of the American League (AL) West division, having moved to the division in 2013 after spending their first 51 seasons in the National League (NL). The Astros have played their home games at Minute Maid Park since 2000.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",93,678,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
276,device,335.30,344.00,9.00,335.00,0,"FALSE","",1765213731454,1765213731463,1765213731798,"Question: does the vegas golden knights have a captain
                                        Context: Rule 6.2 of the 2008--09 Official NHL Rulebook indicates that ``(only) when the captain is not in uniform, the coach shall have the right to designate three alternate captains. This must be done prior to the start of the game.'' Many NHL teams with a named captain select more than two alternate captains and rotate the ``A'' among these players throughout the season. There are currently seven teams without captains: the Arizona Coyotes, the Buffalo Sabres, the New York Islanders, the New York Rangers, the Toronto Maple Leafs, the Vancouver Canucks, and the Vegas Golden Knights.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,885,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
277,cloud,678.70,688.00,9.00,679.00,0,"FALSE","",1765213732455,1765213732464,1765213733143,"Question: did michael and pam date on the office
                                        Context: In the series pilot, Michael is overtly rude to Pam and at one point fakes her firing, leaving her in tears. He often makes suggestive if harmless remarks about her beauty and general appearance, and at one point lies to the camera that they used to date (inspiring a horrified ``WHAT???'' from Pam when an interviewer relays the message to her). However, his impulsive attempt to kiss her during Diwali is shot down and marked the end of any romantic dreams for Michael with Pam. Over time, the combination of Michael being supportive of her goals, her transition from a bad relationship with Roy to a great one with Jim as well as her finding a job she not only enjoys but is effective at in the office administrator position and Michael finding his own soulmate in Holly Flax made Pam soften her stance towards Michael, and the experience at the Michael Scott Paper Company further bonded them (as did Michael's decision to choose Pam instead of Ryan Howard as the only MSPC salesman to keep that job when Michael returned as Branch Manager). Pam was furious at Michael for dating her mom Helene, and excoriated him at length during ``The Lover'' before eventually slapping him in ``Double Date'', but they once again were able to be civil to each other afterward. Pam does set up boundaries around her personal life that Michael can't cross, like telling him that he wasn't Cece's godfather. By Season 7, Pam acts as something of a guardian angel for Michael, steering him away from (numerous) bad ideas and towards his (fewer but real) good ones, such as his successful efforts to propose to Holly. In Michael's finale ``Goodbye, Michael'', Pam spends the whole day looking for a shredder, believing that the next day Michael was leaving. As Michael takes off his microphone and heads down the airport concourse, Pam runs to him with no shoes and hugs him as he kisses her cheek. The two have a nice moment and he walks off, leaving her holding her shoes. She then tells the camera that he was happy, wanting to be an advanced rewards member, and was glad to be going home to see Holly. She then is there to watch Michael's plane take off. In a deleted scene from ``The Inner Circle'', we learn Pam is flattered that Michael named his new puppy ``Pamela Beagsley'', and in ``The List'' she playfully teases Jim by calling their second child ``Little Michael Scott'', further proving that the two have developed a genuine friendship.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",455,2733,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
278,device,331.80,343.00,11.00,332.00,0,"FALSE","",1765213733459,1765213733470,1765213733802,"Question: did us ever win the world cup soccer
                                        Context: The best result for the United States in a World Cup came in 1930 when they reached the semifinals. The best result in the modern era is the 2002 World Cup, when the U.S. reached the quarterfinals. The worst result in the modern era was a first round elimination in 1990, 1998, and 2006.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",82,581,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
279,device,340.40,352.00,11.00,341.00,0,"TRUE","",1765213734466,1765213734477,1765213734818,"Question: is blue cross blue shield a managed care organization
                                        Context: Though historically ``Blue Cross'' was used for hospital coverage while ``Blue Shield'' was used for medical coverage, today that split only exists for traditional health insurance plans in Pennsylvania. Two independent companies operate in central Pennsylvania, Highmark Blue Shield (Pittsburgh) and Capital Blue Cross (Central Pennsylvania) . In southeastern Pennsylvania, Independence Blue Cross (Philadelphia) has a joint marketing agreement with Highmark Blue Shield (Pittsburgh) for their separate hospital and medical plans. However, Independence Blue Cross, like most of its sister Blue Cross-Blue Shield companies, cover most of their customers under managed care plans such as HMOs and PPOs which provide hospital and medical care in one policy.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",136,1066,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
280,device,222.40,234.00,11.00,223.00,0,"TRUE","",1765213735469,1765213735480,1765213735703,"Question: is there a disorder for being obsessed with someone
                                        Context: In psychology, relationship obsessive--compulsive disorder (ROCD) is a form of obsessive--compulsive disorder focusing on intimate relationships. Such obsessions can become extremely distressing and debilitating, having negative impacts on relationships functioning.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",59,575,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
281,device,363.00,375.00,12.00,363.00,0,"TRUE","",1765213736477,1765213736489,1765213736852,"Question: are there tolls on i-70 in kansas
                                        Context: In Topeka, I-70 intersects a child route, I-470, twice. The second time it is intersected, the Kansas Turnpike merges, making I-70 into a toll road. This is one of only two sections of I-70 that are tolled (the other is along the Pennsylvania Turnpike), with the maximum toll distance costing $17.50 as of 2016. I-70 carries this designation from Topeka to Bonner Springs. It is the eastern terminus of the turnpike, and from there to 18th Street and extending on to the Kansas eastern border, the highway is free.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",116,805,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
282,device,354.80,366.00,11.00,355.00,0,"TRUE","",1765213737479,1765213737490,1765213737845,"Question: can an act be a tort and a crime
                                        Context: The person who commits the act is called a tortfeasor. Although crimes may be torts, the cause of legal action in civil torts is not necessarily the result of criminal action; the harm in civil torts may be due to negligence, which does not amount to criminal negligence. The victim of the harm can recover their loss as damages in a lawsuit. In order to prevail, the plaintiff in the lawsuit, commonly referred to as the injured party, must show that the actions or lack of action was the legally recognizable cause of the harm. The equivalent of tort in civil law jurisdictions is ``delict''.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",134,884,1765213455134,1765213958983,jseq,once-per-sec,onnx-community/gemma-3-270m-it-ONNX,openai/gpt-4o-mini
